Plant code,Region,Spend Category,Combined risk category,High risk site,Audit Status,Audit Request,Hypercare Level
XXX1085997,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1086015,MEU,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1086061,MEU,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1086110,AMEA,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1086133,Not in Supplier DB,Not in Supplier DB,High,Not applicable,Not applicable,Not applicable,Level 0
XXX1086155,Not in Supplier DB,Not in Supplier DB,Low,Not applicable,Not applicable,Not applicable,No audit information
XXX1086159,MEU,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1086161,Not in Supplier DB,Not in Supplier DB,Low,Not applicable,Not applicable,Not applicable,Level 0
XXX1086184,AMEA,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1086252,AMEA,Packaging materials,Low,Not applicable,Not applicable,Not applicable,Level 2
XXX1086264,AMEA,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1086298,LA,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1086328,MEU,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1086332,AMEA,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1086340,AMEA,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1086347,MEU,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1086353,Not in Supplier DB,Not in Supplier DB,Low,Not applicable,Not applicable,Not applicable,No audit information
XXX1086366,AMEA,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1086431,No region classified,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1086460,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1086478,AMEA,Raw materials,High,Not applicable,Not applicable,Not applicable,Level 2
XXX1086485,LA,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 1
XXX1086495,No region classified,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1086498,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1086506,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1086529,AMEA,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1086534,MEU,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1086623,MEU,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1086631,AMEA,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,Level 2
XXX1086635,Not in Supplier DB,Not in Supplier DB,High,Not applicable,Not applicable,Not applicable,Level 0
XXX1086652,Not in Supplier DB,Not in Supplier DB,High,Not applicable,Not applicable,Not applicable,No audit information
XXX1086654,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1086664,Not in Supplier DB,Not in Supplier DB,High,High Risk,Audit compliant,Audit Compliant,Level 2
XXX1086676,Not in Supplier DB,Not in Supplier DB,High,Not applicable,Not applicable,Not applicable,Level 0
XXX1086741,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1086742,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1086760,Not in Supplier DB,Not in Supplier DB,High,Not applicable,Not applicable,Not applicable,Level 2
XXX1086778,LA,Raw materials,High,High Risk,Audit compliant,Audit Compliant,Level 3
XXX1086816,No region classified,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1086831,Not in Supplier DB,Not in Supplier DB,High,Not applicable,Not applicable,Not applicable,No audit information
XXX1086846,No region classified,Packaging materials,Low,Not applicable,Not applicable,Not applicable,No audit information
XXX1086853,MEU,Packaging materials,High,High Risk,Audit compliant,Audit Compliant,Level 3
XXX1086865,MEU,Packaging materials,Low,Not applicable,Not applicable,Not applicable,Level 0
XXX1086901,MEU,Raw materials,Low,Not applicable,Not applicable,Not applicable,No audit information
XXX1086929,MEU,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1086979,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1087008,AMEA,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1087010,AMEA,Packaging materials,High,High Risk,Audit compliant,Audit Compliant,Level 2
XXX1087017,No region classified,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1087034,MEU,Raw materials,Low,Not applicable,Not applicable,Not applicable,Level 0
XXX1087168,No region classified,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 1
XXX1087207,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1087212,Not in Supplier DB,Not in Supplier DB,High,Not applicable,Not applicable,Not applicable,No audit information
XXX1087251,No region classified,EM,High,Not applicable,Not applicable,Not applicable,Level 3
XXX1087283,No region classified,Raw materials,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1087316,No region classified,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1087395,Not in Supplier DB,Not in Supplier DB,Low,Not applicable,Not applicable,Not applicable,No audit information
XXX1087414,AMEA,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1087429,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1087435,Not in Supplier DB,Not in Supplier DB,,Not applicable,Not applicable,Not applicable,Level 1
XXX1087454,AMEA,Raw materials,High,Not applicable,Not applicable,Not applicable,Level 0
XXX1087535,LA,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1087686,MEU,EM,High,High Risk,Audit compliant,Audit Compliant,Hypercare
XXX1087829,Not in Supplier DB,Not in Supplier DB,Low,Not applicable,Not applicable,Not applicable,No audit information
XXX1088046,No region classified,Raw materials,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1088086,MEU,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 1
XXX1088094,No region classified,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1088368,AMEA,Raw materials,High,High Risk,Audit compliant,Audit Compliant,Level 0
XXX1088443,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1088446,MEU,EM,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1088462,Not in Supplier DB,Not in Supplier DB,Low,Not applicable,Not applicable,Not applicable,No audit information
XXX1088479,MEU,Raw materials,Low,Not applicable,Not applicable,Not applicable,Level 0
XXX1088486,Not in Supplier DB,Not in Supplier DB,High,Not applicable,Not applicable,Not applicable,Level 0
XXX1088570,MEU,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1088587,MEU,Raw materials,Low,Not applicable,Not applicable,Not applicable,Level 0
XXX1088594,MEU,Raw materials,Low,Not applicable,Not applicable,Not applicable,Level 2
XXX1088625,MEU,Packaging materials,Low,Not applicable,Not applicable,Not applicable,Level 0
XXX1088659,MEU,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1088697,AMEA,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1088701,Not in Supplier DB,Not in Supplier DB,Low,Not applicable,Not applicable,Not applicable,No audit information
XXX1088740,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1088750,No region classified,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1088754,AMEA,Raw materials,High,Not applicable,Not applicable,Not applicable,Hypercare
XXX1088763,No region classified,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1088817,MEU,Raw materials,High,Not applicable,Not applicable,Not applicable,No audit information
XXX1088856,MEU,Raw materials,Low,Not applicable,Not applicable,Not applicable,Level 0
XXX1088867,MEU,Raw materials,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1088889,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1088942,AMEA,Raw materials,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX127060709,AMEA,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 2
XXX131385373,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX131398389,MEU,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX131429976,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX131444470,AMEA,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX131456364,AMEA,Raw materials,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX131456991,MEU,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 2
XXX131463797,Not in Supplier DB,Not in Supplier DB,Low,Not applicable,Not applicable,Not applicable,Level 0
XXX131501491,AMEA,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX131583338,LA,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX154543537,AMEA,Raw materials,High,High Risk,Audit compliant,Audit Compliant,Level 3
XXX154543600,AMEA,Packaging materials,High,High Risk,Audit compliant,Audit Compliant,Level 3
XXX154563706,AMEA,Raw materials,Low,Not applicable,Not applicable,Not applicable,Level 2
XXX154575844,LA,EM,High,High Risk,Audit compliant,Audit Compliant,Level 3
XXX154592401,Not in Supplier DB,Not in Supplier DB,Low,Not applicable,Not applicable,Not applicable,No audit information
XXX158855961,AMEA,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX163188552,AMEA,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX164328273,AMEA,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 2
XXX164592221,AMEA,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX164595896,LA,EM,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX171781843,LA,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX172010514,AMEA,Raw materials,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX172012629,AMEA,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX172027364,AMEA,Packaging materials,High,High Risk,Audit compliant,Audit Compliant,Level 2
XXX172256654,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 2
XXX173602199,LA,Packaging materials,High,High Risk,Audit compliant,Audit Compliant,Level 3
XXX173697298,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX173731095,Not in Supplier DB,Not in Supplier DB,Low,Not applicable,Not applicable,Not applicable,Level 0
XXX176840933,LA,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,Level 2
XXX202454625,No region classified,Packaging materials,High,Not applicable,Not applicable,Not applicable,No audit information
XXX202464304,Not in Supplier DB,Not in Supplier DB,High,High Risk,Audit compliant,Audit Compliant,Level 3
XXX202503436,LA,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX202511960,LA,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,Level 1
XXX202541214,AMEA,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX202542161,AMEA,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX253682502,Not in Supplier DB,Not in Supplier DB,Low,Not applicable,Not applicable,Not applicable,Level 0
XXX280188650,AMEA,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX286336887,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX286367023,Not in Supplier DB,Not in Supplier DB,High,Not applicable,Not applicable,Not applicable,No audit information
XXX286386722,AMEA,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX286388802,No region classified,Raw materials,High,High Risk,Audit compliant,Audit Compliant,Level 2
XXX286415605,AMEA,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 1
XXX286493182,LA,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX292073088,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX292090593,AMEA,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX292965221,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 1
XXX293040627,MEU,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX293041414,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 2
XXX293041425,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX293067993,AMEA,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX293072284,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX293159610,LA,Raw materials,Low,Not applicable,Not applicable,Not applicable,No audit information
XXX293173568,No region classified,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX293187612,No region classified,EM,High,High Risk,Audit compliant,Audit Compliant,Level 3
XXX293187977,No region classified,EM,High,High Risk,Audit compliant,Audit Compliant,Level 3
XXX293188741,AMEA,Packaging materials,High,High Risk,Audit compliant,Audit Compliant,Level 3
XXX293211600,AMEA,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX293261234,AMEA,Raw materials,,Not applicable,Not applicable,Not applicable,Level 3
XXX293332785,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX293339818,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX296672082,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX302074174,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX303282216,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 0
